economy,year,crisis_label,is_anomaly_combined,GDP_Growth,GDP_PerCapita_Growth,Inflation_CPI,Total_Reserves,Unemployment,Current_Account_GDP,Trade_GDP,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Exchange_Rate,Manufacturing_Value,Investment_GDP
ARE,2005,0,0,0.24682198229998237,0.28782571477129515,0.00041201230984318714,0.00045923589145195273,0.006209293345421314,0.005843341023921291,0.00013232454017727817,0.0017403101001232401,0.00027109119049839787,0.001958702953526643,0.003823788845392374,0.00022415977998110022,0.0022221894390691307,0.000702766358499681
ARE,2006,0,0,0.7840030403537843,0.7734669077350468,0.0017312002325833757,0.04098275079979362,0.0003236671397703131,0.025728234290315344,0.0007608768623106465,8.387264679009085e-05,0.007607708025994807,0.0018173597367870348,0.0010762155364396923,0.0015833552648816212,0.017027548267792625,0.03616523647408179
ARE,2007,0,1,2.2204552628750496,2.8580133942064356,0.003908937135121851,0.11117547971893124,0.13653611466586063,0.006186753330479982,0.011404734561036996,0.03993088704389158,0.03890139862748265,2.7669536880778157e-06,2.062454595154109e-06,0.017994737145269633,0.014907370364581179,0.3207795525930218
ARE,2008,0,1,2.0676075534450558,2.610241965790929,0.003775093791461252,0.07436600339487284,0.10969541865576532,0.004730977759391753,0.00850004475452177,0.03214335202137937,0.02738547352324788,1.5399077067412015e-05,0.0009505578390186787,0.013394561024840374,0.01618544941263574,0.2482809279554943
ARE,2009,1,1,0.21942510155772238,0.6010380382010495,0.000159666699924867,0.7977554008880494,0.25563918824669357,0.21084943806356551,0.039680776953890946,0.07552875578917338,0.08780218636125695,0.006712620377758429,0.00034811141546905257,0.07731976512401766,0.0048383422961522735,1.6017134334586438
ARE,2010,0,0,0.0078073219663907425,0.005118076689021518,4.2447650086791577e-05,0.29669327578938876,0.06175504217620282,0.11877374459961196,0.009413894364001276,0.01844279022516934,0.0010001906672492183,0.06128115224237503,0.013273130917950574,0.026294305726214835,0.005877937880072579,0.6551434786583357
ARE,2011,0,0,0.018506656409757804,0.02550765661939107,9.134959137859676e-05,0.003948781820437448,0.0013474736323784706,0.012557837059843825,1.785458432321075e-05,0.0004383486814336225,0.054858959014644035,0.07119696988224303,0.03640209844283204,0.0006414693119289795,0.0004815119380135287,0.04672782158280417
ARE,2012,0,0,0.05749309024141102,0.06496658892560354,0.00018091508327895909,0.00017202697424600013,0.0005836060760205535,0.0004331762045273094,0.0005162116625299188,0.0001744262116284058,0.12919264252904222,0.14062877978594093,0.019691754396034118,9.092496222832288e-05,0.0012353168796667101,0.015236765652671288
ARE,2013,0,0,0.07035204667549746,0.052516694385173514,0.00024256389828595428,0.02551638433076495,0.0031333638397216578,0.007574084122448775,0.0030779119994152437,0.0009345692742474394,0.1390488303992848,0.10228194875526386,0.012477442696756859,0.0017643764133206303,0.0035678030153925597,0.016552399550728788
ARE,2014,0,0,0.139341499977741,0.13002931198376236,0.00041136091958780173,0.011498367416349384,0.0001912750951980844,0.0016897737537046882,0.0013198955791551609,5.4299894027353935e-05,0.08345067298619677,0.06863429986805436,0.01718298201928821,0.0004982638017624066,0.004467561014492138,0.0013267161724149384
ARE,2015,0,0,0.29286960484118013,0.2347814604029263,0.0009786681208696615,0.07998709570402374,0.005751452747315748,0.0035087500048699744,0.003190196712601556,0.001600311784086847,0.03768128932078857,0.011183260327345148,0.04751973968116561,0.004342434756546122,0.014177081709038291,0.04319662618151723
ARE,2016,0,0,0.20704624035752983,0.1562249089014083,0.0006966222895746736,0.07690998834376,0.0069765027255652475,0.006924570103093079,0.0032987115691864217,0.0019852231310456482,0.03722846185976609,0.010499396912479116,0.029148821239444928,0.004609216918973348,0.010886886831031358,0.05605453881401144
ARE,2017,0,0,0.01270822376408432,0.011788379088895212,2.3030413160502997e-05,0.0012339853756576612,3.599659065381749e-05,0.004851371577020097,0.0003220442113172272,1.5955185599906282e-05,0.02462048621226702,0.021392389608942478,0.00043246876123261886,0.00011323923037521315,0.0002132349841981103,0.002853166878305715
ARE,2018,0,0,0.03997172458277858,0.05878125122668986,4.462074541332426e-05,0.007743525517137648,0.006197415727961229,0.0007534077716292277,0.001612640881663003,0.0018198307558845064,0.05808949070237406,0.03893325816453397,0.003698567516831368,0.0009840067944211842,4.0213297822279285e-05,0.00941220363306373
ARE,2019,0,0,0.06139136991281542,0.06767822206168501,7.680180221382542e-05,0.0004189266393006921,0.0009542354166131269,0.006262030978909117,0.00015416890564672262,0.0002549721231207436,0.021293392590586224,0.020977143767963436,0.01151781274629545,5.9066087647860495e-06,0.000489865201984787,0.005976381823371341
