GDP_Growth,Inflation_CPI,Unemployment,Current_Account_GDP,Reserves_Months_Imports,FDI_Inflows_GDP,Exports_GDP,Imports_GDP,Gross_Savings_GDP,Investment_GDP,Manufacturing_Value,Domestic_Credit_GDP,Broad_Money_Growth,Exchange_Depreciation,economy,year,is_anomaly_combined
1.812992287048146e-05,0.005348253622928824,4.264314394625768e-05,0.010569004456499382,9.524265419257432e-05,4.14508804583635e-06,0.0027991141938157097,0.001703547970312874,0.014118028959425979,0.009101293011908295,2.376160987779483e-06,7.038948828039541e-05,0.006224235625312415,0.00017441936893301867,ARE,2000,0
0.01785768747748875,0.0016159847439873797,0.03573065508808774,0.031165402645280192,0.05330837138261085,0.002623229814936506,0.01669074373547175,0.0015892354699793276,0.026820531766723263,0.11512333548626275,0.03994698080517893,0.042098356012487875,0.00047133629575835914,0.002159980790339318,ARE,2001,0
0.013871940614534822,8.568655633393352e-07,0.029618127815722806,0.03115008693554515,0.04348027738529361,0.0022148211627906703,0.028516474720382285,0.00013546006056960942,0.01863865947439903,0.09820777281423959,0.032469192159832246,0.0338346344796074,0.0003964736137840026,0.0023660159952858533,ARE,2002,0
0.001283436140329533,0.003128769394136885,0.0036768680124197443,0.010866429390557243,0.005526889413266357,0.00028077691624677045,0.0048661855971899965,0.00016049748828411838,6.906859491665787e-05,0.021989618109889076,0.0037991641426634373,0.004214613054338459,0.004439551713428731,0.0007004626252813199,ARE,2003,0
1.5385949115192075e-05,0.0022812893268882957,5.4953373123054107e-08,0.0005670770900120229,1.5755669516502765e-05,3.4028805564380134e-07,0.0025423228692580103,0.002388780613690094,0.0016736775806591973,0.0012143102278741088,1.925111804239117e-10,3.8644986151469097e-05,0.0025482245089791054,7.844961912422256e-05,ARE,2004,0
0.005905903030730571,0.00035167567715701386,0.011116691343703402,0.00023075979530955834,0.016233816468170844,0.0008139573336340935,4.15968299617886e-06,0.007232801219401543,0.03705064737213978,0.014612590432508753,0.013788178234087822,0.012507691569487315,5.9188487838718365e-05,0.0008089027436810788,ARE,2005,0
7.45401661112625e-07,0.0028707055219093043,1.600686291854297e-05,0.005177501280266214,1.2440053246626175e-05,1.5111075118516068e-06,0.005782128792542679,0.005148683630727515,0.008458717147121158,0.0028510811903294142,0.00010949273476340618,3.1741501566667635e-07,0.0034180267301788508,0.00016039245018223435,ARE,2006,0
0.03286041706583049,0.005185914266832639,0.06617448643825427,0.10102351826535542,0.10089492667985532,0.0048109729365414106,0.03582097993807756,0.0019862033911268104,0.01421578857893662,0.2872632644690672,0.07165613366854405,0.08102679102610723,0.0022991605945643367,0.003434049891254743,ARE,2007,0
0.024789744522847865,0.00032979167850620246,0.05249829244027416,0.0873112035967319,0.08018976578745617,0.0038346970428238462,0.025943534821531382,0.0021936954389049808,0.007617474549058554,0.2398931090216765,0.0568394852869399,0.06392576907687601,4.4663222517986326e-05,0.0036472260648053906,ARE,2008,0
0.13457780131374095,0.011028780762332652,0.2778866194347841,0.5208850025581717,0.4308431456529132,0.020064130492748303,0.1005177887123548,0.02564735514389028,0.018021149922854314,1.3931230004377049,0.29952932065287013,0.3477483030483218,0.0026632172616010193,0.01609679775171049,ARE,2009,1
0.07089670381130975,0.0007632268022398102,0.1485306532301642,0.26590899305896365,0.23706853160362373,0.010525331162560332,0.00019923110948607623,0.10305422607648793,0.00543386555031801,0.7963329578529189,0.16547052965730402,0.19222887332518937,0.0003011465683385608,0.010593483467751534,ARE,2010,1
0.013454255981852037,0.0013047876315638964,0.029251498244670417,0.04863402180476442,0.049431444249736396,0.001997165581406073,0.03478250194374745,0.1043969092994824,6.180830626839818e-05,0.17997913293267204,0.034724336102054894,0.04040147481272701,0.003805676803783018,0.003082904209276991,ARE,2011,0
0.01173232351925475,0.00038954447240426856,0.02372710439781679,0.017618449183310906,0.04109398782879325,0.0015695874973474047,0.09725101548054063,0.17982302053392274,0.0050290116973075154,0.11953488472802364,0.030514932049798573,0.03376397379269605,0.0018697384367771135,0.0024533185945389384,ARE,2012,0
0.004768697650915072,0.00043243260708344234,0.008136554445768608,4.733428726401773e-06,0.014568383733061461,0.0005085770325721794,0.1016988926182485,0.13990521252049765,0.014461719893134259,0.024225398428352817,0.011937905749976324,0.012125140408745563,6.516071336507352e-05,0.0006302233373094338,ARE,2013,0
