economy,year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
EGY,2004,-0.7807936764592168,-0.1380763328749558,-0.24719415298589273,0.47735485921783755,-1.08189862185111,0.761445730791668,-0.12726791645135133,-0.4773083853544291,0.3340454400428531
EGY,2005,-0.6682038689102852,-0.276135677315461,-0.30613011003052887,0.07097303479221047,-0.9992648476209169,1.0280633022470513,0.35422348049553226,-0.3615528548248311,0.04725573804297894
EGY,2006,-0.3946152630450847,-0.21014740045867242,-0.1919633810263534,-0.3335712027385365,-1.1656412357902413,1.1114799803861417,0.8450673217595919,-0.14781933995526741,0.40400340345887237
EGY,2007,-0.27180155561933117,-0.1609438042666132,0.03458216694862332,-0.6417973570187692,-1.0244079386605351,0.7220176646424554,0.8391105305478722,-0.02187300155978191,0.31130893496835793
EGY,2008,-0.23298450048261055,-0.15937918950756358,0.16020207116568377,-0.8095398171467627,-0.8602282604753234,0.4397147823242381,0.513947846793001,-0.24370435345247118,0.34812711605316177
EGY,2009,-1.238458538815648,-0.22301713150384317,0.049889799327069384,-0.4218099120459037,-1.0032676536737297,0.5613586530189011,0.13834521765578817,-0.14821218612160625,-0.12258539899590903
EGY,2010,-1.2825314525868818,-0.19107897633487567,0.26076923146298264,-0.5382232963779733,-0.9870592325386954,0.4607161396311639,0.1184255142270621,-0.18182297569656095,-0.014673897323400568
EGY,2011,-2.0448878993838266,-0.3754814097798256,-0.45091942662461626,-0.2322859116705074,-0.6642712234323844,0.4730154736693305,-0.5996017508699437,-0.5042845106707372,-0.17020394193342184
EGY,2012,-2.393753966909114,-0.4635482641557133,-0.6653155196042585,-0.5218644989722092,-0.7077880304240254,0.5997620198230377,-0.5381014531539406,-0.5418853120561067,-0.1365423188816695
EGY,2013,-2.39268894953544,-0.3688874094515097,-0.8221303771632482,-0.35554861476866506,-0.8924175861937087,0.811923535274235,-0.599521252178823,-0.502025068735745,-0.030467466549974582
EGY,2014,-2.566615325686535,-0.47451874908627756,-0.8198586141596432,-0.5893407900678641,-0.8935223091978401,0.7464465623535392,-0.5165434179822731,-0.6050275727465136,0.032976610450342
EGY,2015,-2.785297503995085,-0.4542699880480914,-0.6128963125277193,-1.089521328945214,-0.7695418838009007,0.817038524289183,-0.3576058965968918,-0.5241656169928113,0.1294746755703325
