economy,year,anomaly_score,predicted_anomaly
KOR,1994,1.1398952460397485,0
KOR,1995,1.177042635668544,0
KOR,1996,1.117867197282737,0
KOR,1997,1.3350441041237489,0
KOR,1998,1.6878229018236173,1
KOR,1999,1.5767633685222904,1
KOR,2000,1.327888976448388,0
KOR,2001,1.7896987842865255,1
KOR,2002,1.1673104317545417,0
KOR,2003,1.037516402882623,0
KOR,2004,1.0425729407389506,0
KOR,2005,1.0562244863580554,0
KOR,2006,1.044685443023956,0
KOR,2007,1.0358844229131396,0
KOR,2008,1.367258732654488,0
KOR,2009,1.1797726842346212,0
KOR,2010,1.0501593400144145,0
KOR,2011,1.0867717021633507,0
KOR,2012,1.031273103914576,0
KOR,2013,1.0000479704640537,0
KOR,2014,1.01414796076818,0
KOR,2015,1.062212620536974,0
KOR,2016,1.0346098782550939,0
KOR,2017,1.0417279821383885,0
KOR,2018,1.0430797490335337,0
KOR,2019,1.0488782284300477,0
KOR,2020,1.2075365277047292,0
KOR,2021,1.0392283660344581,0
KOR,2022,1.205809162111409,0
KOR,2023,1.0497148330687986,0
KOR,2024,1.0260220749681213,0
LKA,1990,1.2039019657281278,0
LKA,1991,1.1212789167004231,0
LKA,1992,1.0670171289210628,0
LKA,1993,1.0676877503519435,0
LKA,1994,1.075694603622446,0
LKA,1995,1.2120874227740248,0
LKA,1996,1.1007588628350338,0
LKA,1997,1.0321375717135552,0
LKA,1998,1.0499817261283146,0
LKA,1999,1.0575764386081552,0
LKA,2000,1.0668164580640764,0
LKA,2001,1.2972269336213305,0
LKA,2002,1.0449631151068945,0
LKA,2003,1.0168255072528283,0
LKA,2004,1.0115815482736017,0
LKA,2005,1.0193756824684814,0
LKA,2006,1.0202184413234274,0
LKA,2007,1.1381758014757821,0
LKA,2008,1.4282794269084689,0
LKA,2009,1.169236287983914,0
LKA,2010,1.1714937907307716,0
LKA,2011,1.375661206753402,0
LKA,2012,1.2049392688930982,0
LKA,2013,1.0402130693137719,0
LKA,2014,0.9795599477840002,0
LKA,2015,1.0277094175517967,0
LKA,2016,1.0427870083205828,0
LKA,2017,1.055482329982089,0
LKA,2018,1.1479537273004496,0
LKA,2019,1.203062584003957,0
LKA,2020,1.4320178418094882,0
LKA,2021,1.05573229101882,0
LKA,2022,1.3708504723735828,0
LKA,2023,1.3010594666894142,0
LKA,2024,1.413261019611095,0
MEX,1990,1.4919490472463617,0
MEX,1991,1.170212934933799,0
MEX,1992,1.1134607711204034,0
MEX,1993,1.0991434713989294,0
MEX,1994,1.1829252798442245,0
MEX,1995,1.4346016367520174,0
MEX,1996,1.097802132611851,0
MEX,1997,1.2559260261598169,0
MEX,1998,1.2018887230882336,0
MEX,1999,1.0912707073592764,0
MEX,2000,1.5747422658657437,1
MEX,2001,1.4297372356437457,0
MEX,2002,1.0918625574402527,0
MEX,2003,1.1961860531045303,0
MEX,2004,1.0144583541106862,0
MEX,2005,1.0262415625779775,0
MEX,2006,1.0066439743850948,0
MEX,2007,1.0174485491988217,0
MEX,2008,1.0262356638281682,0
MEX,2009,1.2771633355313388,0
MEX,2010,1.0628880477308384,0
MEX,2011,1.018904437845072,0
MEX,2012,1.0069270061314386,0
MEX,2013,1.039984817303113,0
MEX,2014,1.0129224930700007,0
MEX,2015,1.127484888834056,0
MEX,2016,1.157995398890367,0
MEX,2017,1.013349095263119,0
MEX,2018,1.0441953407824094,0
MEX,2019,1.0989416378880037,0
MEX,2020,1.3075424397224142,0
MEX,2021,1.059787753470553,0
MEX,2022,1.0765397273472983,0
MEX,2023,1.2300781209962102,0
MEX,2024,1.0156898988656093,0
MYS,1990,2.590198316539089,1
MYS,1991,1.1584271347546453,0
MYS,1992,1.8737371967902021,1
MYS,1993,1.1902207331190828,0
MYS,1994,1.236912081247914,0
MYS,1995,1.3865437366622893,0
MYS,1996,1.2447102459909665,0
MYS,1997,1.3354806393443002,0
MYS,1998,2.2173817764558037,1
MYS,1999,1.3345893376018612,0
MYS,2000,1.2678781278334519,0
MYS,2001,1.4352075893192184,0
MYS,2002,1.124498883915318,0
MYS,2003,1.1810452198705526,0
MYS,2004,1.227842520436807,0
MYS,2005,1.1718106998424718,0
